Name,Index,Close,Var,indic1,indic2,indic3,indic4,indic5,indic6
ACCOR HOTELS,831,15.4,-0.09941525,-0.1238747,-0.1669434,-0.6100164,-0.5402483,-0.3108108,-0.2753783
ACCOR HOTELS,832,15.25,-0.009740235,-0.1808485,-0.3320538,-0.6873091,-0.57942,-0.3305499,-0.2850297
ACCOR HOTELS,833,15.13,-0.007868845,-0.2437193,-0.4372934,-0.7365749,-0.5980852,-0.3440468,-0.2919168
ACCOR HOTELS,834,15.97,0.05551885,-0.03446701,-0.331123,-0.6868715,-0.04585547,-0.1704264,-0.2121533
ACCOR HOTELS,835,16.43,0.02880401,0.2019643,-0.1910812,-0.6213118,0.2310829,-0.07543455,-0.1674942
ACCOR HOTELS,836,15.94,-0.02982354,0.1797786,-0.213688,-0.6318949,-0.08119577,-0.1686215,-0.2093768
ACCOR HOTELS,837,15.59,-0.0219573,0.06839935,-0.2813079,-0.6681598,-0.2810203,-0.23178,-0.2381113
ACCOR HOTELS,838,17.1,0.09685697,0.4364081,-0.008447265,-0.552664,0.6386763,0.07104902,-0.09738018
ACCOR HOTELS,839,17.05,-0.002924043,0.560309,0.1180424,-0.4993409,0.5453222,0.0588976,-0.1004171
ACCOR HOTELS,840,16.5,-0.03225802,0.3810316,0.07194366,-0.5213519,0.1699577,-0.05063487,-0.1489838
ACCOR HOTELS,841,17.35,0.05151517,0.6642003,0.2178803,-0.4571361,0.6480815,0.1172504,-0.06915199
ACCOR HOTELS,842,17.48,0.007492747,0.8321002,0.3166934,-0.4135238,0.6577655,0.1386223,-0.05618206
ACCOR HOTELS,843,18.13,0.03718533,0.9160501,0.4953246,-0.3341956,0.9620461,0.2603008,0.004123569
ACCOR HOTELS,844,17.72,-0.02261444,0.8213583,0.5031292,-0.3308147,0.6313515,0.1716339,-0.03341041
ACCOR HOTELS,845,19.14,0.08013545,0.9106792,0.7515646,-0.2034605,1.361407,0.440105,0.09684766
ACCOR HOTELS,846,19.3,0.008359449,0.9553397,0.8757825,-0.1256241,1.304418,0.4545687,0.1097434
ACCOR HOTELS,847,20.47,0.06062177,0.9776698,0.9378912,0.01683395,1.796227,0.6606809,0.2142157
ACCOR HOTELS,848,19.62,-0.04152411,0.8146548,0.8391748,0.05024216,1.14885,0.47408,0.1331151
ACCOR HOTELS,849,20.22,0.03058096,0.8560979,0.8814194,0.1239803,1.344158,0.5695606,0.185124
ACCOR HOTELS,850,19.56,-0.03264094,0.7415735,0.8017784,0.09811173,0.8581582,0.4240807,0.1220172
